scode,scount,ssum,spercent,sdate
220302,301,301,100.0000,2013/1/3 0:00:00
220303,644,635,98.6025,2013/1/3 0:00:00
220322,2747,2747,100.0000,2013/1/3 0:00:00
220323,1755,1745,99.4302,2013/1/3 0:00:00
220381,2908,2908,100.0000,2013/1/3 0:00:00
220382,2179,2179,100.0000,2013/1/3 0:00:00
220402,118,118,100.0000,2013/1/3 0:00:00
220403,141,141,100.0000,2013/1/3 0:00:00
220421,1796,1705,94.9332,2013/1/3 0:00:00
220422,1523,1520,99.8030,2013/1/3 0:00:00
220502,180,134,74.4444,2013/1/3 0:00:00
220503,289,150,51.9031,2013/1/3 0:00:00
220521,2689,1535,57.0844,2013/1/3 0:00:00
220523,1625,1483,91.2615,2013/1/3 0:00:00
220524,2458,1931,78.5598,2013/1/3 0:00:00
220581,1627,1621,99.6312,2013/1/3 0:00:00
220582,2574,1374,53.3800,2013/1/3 0:00:00
220602,952,456,47.8992,2013/1/3 0:00:00
220605,1122,541,48.2175,2013/1/3 0:00:00
220621,4671,1080,23.1214,2013/1/3 0:00:00
220622,2329,734,31.5157,2013/1/3 0:00:00
220623,1812,477,26.3245,2013/1/3 0:00:00
220681,2270,863,38.0176,2013/1/3 0:00:00
220702,919,919,100.0000,2013/1/3 0:00:00
220721,4680,4680,100.0000,2013/1/3 0:00:00
220722,4148,4148,100.0000,2013/1/3 0:00:00
220723,2632,2632,100.0000,2013/1/3 0:00:00
220724,2935,2935,100.0000,2013/1/3 0:00:00
220802,1280,1280,100.0000,2013/1/3 0:00:00
220821,4042,4042,100.0000,2013/1/3 0:00:00
220822,6458,6058,93.8061,2013/1/3 0:00:00
220881,3746,3590,95.8356,2013/1/3 0:00:00
220882,3758,3758,100.0000,2013/1/3 0:00:00
222401,1118,300,26.8336,2013/1/3 0:00:00
222402,695,500,71.9424,2013/1/3 0:00:00
222403,8309,2921,35.1547,2013/1/3 0:00:00
222404,3951,2293,58.0359,2013/1/3 0:00:00
222405,2147,711,33.1160,2013/1/3 0:00:00
222406,3771,363,9.6261,2013/1/3 0:00:00
222424,6284,2075,33.0204,2013/1/3 0:00:00
222426,5636,1441,25.5678,2013/1/3 0:00:00
230102,394,394,100.0000,2013/1/3 0:00:00
230103,147,120,81.6327,2013/1/3 0:00:00
230104,208,201,96.6346,2013/1/3 0:00:00
230108,49,49,100.0000,2013/1/3 0:00:00
230109,618,618,100.0000,2013/1/3 0:00:00
230110,199,162,81.4070,2013/1/3 0:00:00
230111,1682,1681,99.9405,2013/1/3 0:00:00
230112,1885,1649,87.4801,2013/1/3 0:00:00
230123,3582,2978,83.1379,2013/1/3 0:00:00
230124,2686,1677,62.4348,2013/1/3 0:00:00
230125,3236,3155,97.4969,2013/1/3 0:00:00
230126,2607,2545,97.6218,2013/1/3 0:00:00
230127,2225,1609,72.3146,2013/1/3 0:00:00
230128,4536,1392,30.6878,2013/1/3 0:00:00
230129,2292,1828,79.7557,2013/1/3 0:00:00
230182,2618,2618,100.0000,2013/1/3 0:00:00
230183,6509,3959,60.8235,2013/1/3 0:00:00
230184,6044,4278,70.7809,2013/1/3 0:00:00
230202,79,79,100.0000,2013/1/3 0:00:00
230203,116,116,100.0000,2013/1/3 0:00:00
230204,593,592,99.8314,2013/1/3 0:00:00
230205,460,460,100.0000,2013/1/3 0:00:00
230206,299,299,100.0000,2013/1/3 0:00:00
230207,152,152,100.0000,2013/1/3 0:00:00
230208,1931,1931,100.0000,2013/1/3 0:00:00
230221,4592,4570,99.5209,2013/1/3 0:00:00
230223,2933,2933,100.0000,2013/1/3 0:00:00
230224,2934,2934,100.0000,2013/1/3 0:00:00
230225,3135,3135,100.0000,2013/1/3 0:00:00
230227,3346,3336,99.7011,2013/1/3 0:00:00
230229,2359,2359,100.0000,2013/1/3 0:00:00
230230,1681,1676,99.7026,2013/1/3 0:00:00
230231,2741,2739,99.9270,2013/1/3 0:00:00
230281,4484,4458,99.4202,2013/1/3 0:00:00
230302,77,69,89.6104,2013/1/3 0:00:00
230303,187,163,87.1658,2013/1/3 0:00:00
230304,490,344,70.2041,2013/1/3 0:00:00
230305,214,174,81.3084,2013/1/3 0:00:00
230306,104,77,74.0385,2013/1/3 0:00:00
230307,461,437,94.7939,2013/1/3 0:00:00
230321,2927,2436,83.2251,2013/1/3 0:00:00
230381,7359,5601,76.1109,2013/1/3 0:00:00
230382,6354,6012,94.6176,2013/1/3 0:00:00
230402,6,6,100.0000,2013/1/3 0:00:00
230403,449,181,40.3118,2013/1/3 0:00:00
230404,23,23,100.0000,2013/1/3 0:00:00
230405,78,73,93.5897,2013/1/3 0:00:00
230406,543,540,99.4475,2013/1/3 0:00:00
230407,2679,976,36.4315,2013/1/3 0:00:00
230421,5170,3418,66.1122,2013/1/3 0:00:00
230422,2481,2479,99.9194,2013/1/3 0:00:00
230502,124,117,94.3548,2013/1/3 0:00:00
230503,328,173,52.7439,2013/1/3 0:00:00
230505,241,239,99.1701,2013/1/3 0:00:00
230506,543,476,87.6611,2013/1/3 0:00:00
230521,1920,1893,98.5938,2013/1/3 0:00:00
230522,1318,1318,100.0000,2013/1/3 0:00:00
230523,7596,7153,94.1680,2013/1/3 0:00:00
230524,5125,4152,81.0146,2013/1/3 0:00:00
230602,257,257,100.0000,2013/1/3 0:00:00
230603,156,156,100.0000,2013/1/3 0:00:00
230604,1106,1106,100.0000,2013/1/3 0:00:00
230605,553,553,100.0000,2013/1/3 0:00:00
230606,1694,1694,100.0000,2013/1/3 0:00:00
230621,1868,1868,100.0000,2013/1/3 0:00:00
230622,3531,3531,100.0000,2013/1/3 0:00:00
230623,2533,2464,97.2760,2013/1/3 0:00:00
230624,4294,4224,98.3698,2013/1/3 0:00:00
230702,163,57,34.9693,2013/1/3 0:00:00
230703,1567,533,34.0140,2013/1/3 0:00:00
230704,1899,285,15.0079,2013/1/3 0:00:00
230705,337,23,6.8249,2013/1/3 0:00:00
230706,1979,84,4.2446,2013/1/3 0:00:00
230707,622,66,10.6109,2013/1/3 0:00:00
230708,1042,138,13.2438,2013/1/3 0:00:00
230709,1620,173,10.6790,2013/1/3 0:00:00
230710,749,26,3.4713,2013/1/3 0:00:00
230711,375,94,25.0667,2013/1/3 0:00:00
230712,827,27,3.2648,2013/1/3 0:00:00
230713,1108,86,7.7617,2013/1/3 0:00:00
230714,978,90,9.2025,2013/1/3 0:00:00
230715,854,66,7.7283,2013/1/3 0:00:00
230716,1372,188,13.7026,2013/1/3 0:00:00
230722,5624,2492,44.3101,2013/1/3 0:00:00
230781,5015,2075,41.3759,2013/1/3 0:00:00
230803,20,20,100.0000,2013/1/3 0:00:00
230804,13,13,100.0000,2013/1/3 0:00:00
230805,16,16,100.0000,2013/1/3 0:00:00
230811,1029,1011,98.2507,2013/1/3 0:00:00
230822,3164,2643,83.5335,2013/1/3 0:00:00
230826,1826,1814,99.3428,2013/1/3 0:00:00
230828,2871,2394,83.3856,2013/1/3 0:00:00
230833,4506,4487,99.5783,2013/1/3 0:00:00
230881,4957,4896,98.7694,2013/1/3 0:00:00
230882,6410,6400,99.8440,2013/1/3 0:00:00
230902,317,297,93.6909,2013/1/3 0:00:00
230903,97,93,95.8763,2013/1/3 0:00:00
230904,2451,1764,71.9706,2013/1/3 0:00:00
230921,1937,1733,89.4682,2013/1/3 0:00:00
231002,358,197,55.0279,2013/1/3 0:00:00
231003,319,244,76.4890,2013/1/3 0:00:00
231004,299,43,14.3813,2013/1/3 0:00:00
231005,143,128,89.5105,2013/1/3 0:00:00
231024,5833,2538,43.5111,2013/1/3 0:00:00
231025,5214,2974,57.0387,2013/1/3 0:00:00
231081,271,48,17.7122,2013/1/3 0:00:00
231083,6714,1310,19.5115,2013/1/3 0:00:00
231084,5958,3587,60.2048,2013/1/3 0:00:00
231085,4970,2896,58.2696,2013/1/3 0:00:00
231102,11877,5779,48.6571,2013/1/3 0:00:00
231121,12119,10946,90.3210,2013/1/3 0:00:00
231123,13769,6385,46.3723,2013/1/3 0:00:00
231124,3388,2701,79.7226,2013/1/3 0:00:00
231181,5108,4569,89.4479,2013/1/3 0:00:00
231182,8262,7483,90.5713,2013/1/3 0:00:00
231202,2238,2238,100.0000,2013/1/3 0:00:00
231221,1680,1680,100.0000,2013/1/3 0:00:00
231222,1928,1927,99.9481,2013/1/3 0:00:00
231223,2098,2098,100.0000,2013/1/3 0:00:00
231224,4055,3004,74.0814,2013/1/3 0:00:00
231225,2030,2016,99.3103,2013/1/3 0:00:00
231226,2933,2097,71.4968,2013/1/3 0:00:00
231281,2952,2939,99.5596,2013/1/3 0:00:00
231282,3421,3420,99.9708,2013/1/3 0:00:00
231283,3902,3875,99.3080,2013/1/3 0:00:00
232721,27722,2552,9.2057,2013/1/3 0:00:00
232722,12878,204,1.5841,2013/1/3 0:00:00
232723,16108,136,0.8443,2013/1/3 0:00:00
310101,5,0,0.0000,2013/1/3 0:00:00
310104,27,0,0.0000,2013/1/3 0:00:00
310105,24,0,0.0000,2013/1/3 0:00:00
310106,9,0,0.0000,2013/1/3 0:00:00
310107,32,0,0.0000,2013/1/3 0:00:00
310108,17,0,0.0000,2013/1/3 0:00:00
310109,19,0,0.0000,2013/1/3 0:00:00
310110,37,0,0.0000,2013/1/3 0:00:00
310112,224,0,0.0000,2013/1/3 0:00:00
310113,241,0,0.0000,2013/1/3 0:00:00
310114,242,0,0.0000,2013/1/3 0:00:00
310115,778,0,0.0000,2013/1/3 0:00:00
310116,394,0,0.0000,2013/1/3 0:00:00
310117,376,0,0.0000,2013/1/3 0:00:00
310118,394,0,0.0000,2013/1/3 0:00:00
310120,474,0,0.0000,2013/1/3 0:00:00
310230,616,5,0.8117,2013/1/3 0:00:00
320102,33,0,0.0000,2013/1/3 0:00:00
320103,15,0,0.0000,2013/1/3 0:00:00
320104,15,0,0.0000,2013/1/3 0:00:00
320105,24,0,0.0000,2013/1/3 0:00:00
320106,25,0,0.0000,2013/1/3 0:00:00
320107,20,0,0.0000,2013/1/3 0:00:00
320111,586,0,0.0000,2013/1/3 0:00:00
320113,217,0,0.0000,2013/1/3 0:00:00
320114,93,0,0.0000,2013/1/3 0:00:00
320115,817,0,0.0000,2013/1/3 0:00:00
320116,847,0,0.0000,2013/1/3 0:00:00
320124,587,0,0.0000,2013/1/3 0:00:00
320125,446,0,0.0000,2013/1/3 0:00:00
320202,6,0,0.0000,2013/1/3 0:00:00
320203,4,0,0.0000,2013/1/3 0:00:00
320204,3,0,0.0000,2013/1/3 0:00:00
320205,291,88,30.2405,2013/1/3 0:00:00
320206,297,21,7.0707,2013/1/3 0:00:00
320211,422,0,0.0000,2013/1/3 0:00:00
320281,687,54,7.8603,2013/1/3 0:00:00
320282,1466,0,0.0000,2013/1/3 0:00:00
320302,80,0,0.0000,2013/1/3 0:00:00
320303,21,0,0.0000,2013/1/3 0:00:00
320305,384,0,0.0000,2013/1/3 0:00:00
320311,44,0,0.0000,2013/1/3 0:00:00
320321,875,2,0.2286,2013/1/3 0:00:00
320322,853,0,0.0000,2013/1/3 0:00:00
320323,1466,36,2.4557,2013/1/3 0:00:00
320324,1191,4,0.3359,2013/1/3 0:00:00
320381,942,0,0.0000,2013/1/3 0:00:00
320382,1289,48,3.7238,2013/1/3 0:00:00
320402,4,0,0.0000,2013/1/3 0:00:00
320404,2,0,0.0000,2013/1/3 0:00:00
320405,23,0,0.0000,2013/1/3 0:00:00
320411,252,0,0.0000,2013/1/3 0:00:00
320412,935,13,1.3904,2013/1/3 0:00:00
320481,1026,0,0.0000,2013/1/3 0:00:00
320482,630,0,0.0000,2013/1/3 0:00:00
320502,5,0,0.0000,2013/1/3 0:00:00
320503,133,0,0.0000,2013/1/3 0:00:00
320504,29,0,0.0000,2013/1/3 0:00:00
320505,37,0,0.0000,2013/1/3 0:00:00
320506,1561,0,0.0000,2013/1/3 0:00:00
320507,412,0,0.0000,2013/1/3 0:00:00
320581,771,67,8.6900,2013/1/3 0:00:00
320582,514,68,13.2296,2013/1/3 0:00:00
320583,744,0,0.0000,2013/1/3 0:00:00
320584,866,0,0.0000,2013/1/3 0:00:00
320585,480,0,0.0000,2013/1/3 0:00:00
320602,73,1,1.3699,2013/1/3 0:00:00
320611,140,4,2.8571,2013/1/3 0:00:00
320612,1097,0,0.0000,2013/1/3 0:00:00
320621,802,0,0.0000,2013/1/3 0:00:00
320623,1041,0,0.0000,2013/1/3 0:00:00
320681,804,0,0.0000,2013/1/3 0:00:00
320682,1015,0,0.0000,2013/1/3 0:00:00
320684,706,0,0.0000,2013/1/3 0:00:00
320703,206,4,1.9417,2013/1/3 0:00:00
320705,306,0,0.0000,2013/1/3 0:00:00
320706,156,0,0.0000,2013/1/3 0:00:00
320721,862,0,0.0000,2013/1/3 0:00:00
320722,1183,10,0.8453,2013/1/3 0:00:00
320723,1141,0,0.0000,2013/1/3 0:00:00
320724,691,0,0.0000,2013/1/3 0:00:00
320802,40,0,0.0000,2013/1/3 0:00:00
320803,1000,0,0.0000,2013/1/3 0:00:00
320804,883,19,2.1518,2013/1/3 0:00:00
320811,164,0,0.0000,2013/1/3 0:00:00
320826,1172,0,0.0000,2013/1/3 0:00:00
320829,855,403,47.1345,2013/1/3 0:00:00
320830,1569,70,4.4614,2013/1/3 0:00:00
320831,895,13,1.4525,2013/1/3 0:00:00
320902,453,0,0.0000,2013/1/3 0:00:00
320903,786,0,0.0000,2013/1/3 0:00:00
320921,887,27,3.0440,2013/1/3 0:00:00
320922,1166,0,0.0000,2013/1/3 0:00:00
320923,935,0,0.0000,2013/1/3 0:00:00
320924,1470,26,1.7687,2013/1/3 0:00:00
320925,722,0,0.0000,2013/1/3 0:00:00
320981,1398,6,0.4292,2013/1/3 0:00:00
320982,1430,31,2.1678,2013/1/3 0:00:00
321002,105,0,0.0000,2013/1/3 0:00:00
321003,532,6,1.1278,2013/1/3 0:00:00
321012,871,17,1.9518,2013/1/3 0:00:00
321023,898,5,0.5568,2013/1/3 0:00:00
321081,609,0,0.0000,2013/1/3 0:00:00
321084,1238,225,18.1745,2013/1/3 0:00:00
321102,41,0,0.0000,2013/1/3 0:00:00
321111,79,0,0.0000,2013/1/3 0:00:00
321112,585,0,0.0000,2013/1/3 0:00:00
321181,651,0,0.0000,2013/1/3 0:00:00
321182,191,0,0.0000,2013/1/3 0:00:00
321183,791,0,0.0000,2013/1/3 0:00:00
321202,227,0,0.0000,2013/1/3 0:00:00
321203,168,0,0.0000,2013/1/3 0:00:00
321281,1544,0,0.0000,2013/1/3 0:00:00
321282,478,0,0.0000,2013/1/3 0:00:00
321283,693,0,0.0000,2013/1/3 0:00:00
321284,626,0,0.0000,2013/1/3 0:00:00
321302,82,11,13.4146,2013/1/3 0:00:00
321311,1316,82,6.2310,2013/1/3 0:00:00
321322,1639,0,0.0000,2013/1/3 0:00:00
321323,800,127,15.8750,2013/1/3 0:00:00
321324,1802,117,6.4928,2013/1/3 0:00:00
330102,15,0,0.0000,2013/1/3 0:00:00
330103,15,0,0.0000,2013/1/3 0:00:00
330104,56,0,0.0000,2013/1/3 0:00:00
330105,40,0,0.0000,2013/1/3 0:00:00
330106,161,0,0.0000,2013/1/3 0:00:00
330108,80,0,0.0000,2013/1/3 0:00:00
330109,606,0,0.0000,2013/1/3 0:00:00
330110,953,0,0.0000,2013/1/3 0:00:00
330122,1133,0,0.0000,2013/1/3 0:00:00
330127,2696,0,0.0000,2013/1/3 0:00:00
330182,1266,0,0.0000,2013/1/3 0:00:00
330183,1114,0,0.0000,2013/1/3 0:00:00
330185,1909,0,0.0000,2013/1/3 0:00:00
330203,3,0,0.0000,2013/1/3 0:00:00
330204,21,0,0.0000,2013/1/3 0:00:00
330205,121,0,0.0000,2013/1/3 0:00:00
330206,332,0,0.0000,2013/1/3 0:00:00
330211,202,0,0.0000,2013/1/3 0:00:00
330212,693,0,0.0000,2013/1/3 0:00:00
330225,614,0,0.0000,2013/1/3 0:00:00
330226,1102,0,0.0000,2013/1/3 0:00:00
330281,958,0,0.0000,2013/1/3 0:00:00
330282,379,0,0.0000,2013/1/3 0:00:00
330283,798,0,0.0000,2013/1/3 0:00:00
330302,93,0,0.0000,2013/1/3 0:00:00
330303,70,0,0.0000,2013/1/3 0:00:00
330304,489,0,0.0000,2013/1/3 0:00:00
330322,67,0,0.0000,2013/1/3 0:00:00
330324,1622,0,0.0000,2013/1/3 0:00:00
330326,598,0,0.0000,2013/1/3 0:00:00
330327,751,0,0.0000,2013/1/3 0:00:00
330328,729,0,0.0000,2013/1/3 0:00:00
330329,1242,0,0.0000,2013/1/3 0:00:00
330381,832,0,0.0000,2013/1/3 0:00:00
330382,932,0,0.0000,2013/1/3 0:00:00
330402,262,0,0.0000,2013/1/3 0:00:00
330411,276,0,0.0000,2013/1/3 0:00:00
330421,319,0,0.0000,2013/1/3 0:00:00
330424,306,0,0.0000,2013/1/3 0:00:00
330481,601,0,0.0000,2013/1/3 0:00:00
330482,331,0,0.0000,2013/1/3 0:00:00
330483,433,0,0.0000,2013/1/3 0:00:00
330502,502,0,0.0000,2013/1/3 0:00:00
330503,460,0,0.0000,2013/1/3 0:00:00
330521,613,0,0.0000,2013/1/3 0:00:00
330522,882,0,0.0000,2013/1/3 0:00:00
330523,1126,0,0.0000,2013/1/3 0:00:00
330602,211,0,0.0000,2013/1/3 0:00:00
330621,730,0,0.0000,2013/1/3 0:00:00
330624,688,0,0.0000,2013/1/3 0:00:00
330681,1370,0,0.0000,2013/1/3 0:00:00
330682,651,0,0.0000,2013/1/3 0:00:00
330683,1141,0,0.0000,2013/1/3 0:00:00
330702,214,0,0.0000,2013/1/3 0:00:00
330703,1094,0,0.0000,2013/1/3 0:00:00
330723,1007,0,0.0000,2013/1/3 0:00:00
330726,500,0,0.0000,2013/1/3 0:00:00
330727,665,0,0.0000,2013/1/3 0:00:00
330781,827,0,0.0000,2013/1/3 0:00:00
330782,791,0,0.0000,2013/1/3 0:00:00
330783,1059,0,0.0000,2013/1/3 0:00:00
330784,612,0,0.0000,2013/1/3 0:00:00
330802,170,0,0.0000,2013/1/3 0:00:00
330803,1260,0,0.0000,2013/1/3 0:00:00
330822,637,0,0.0000,2013/1/3 0:00:00
330824,1353,0,0.0000,2013/1/3 0:00:00
330825,525,0,0.0000,2013/1/3 0:00:00
330881,1156,0,0.0000,2013/1/3 0:00:00
330902,370,0,0.0000,2013/1/3 0:00:00
330903,175,0,0.0000,2013/1/3 0:00:00
330921,144,0,0.0000,2013/1/3 0:00:00
330922,46,0,0.0000,2013/1/3 0:00:00
331002,249,0,0.0000,2013/1/3 0:00:00
331003,545,0,0.0000,2013/1/3 0:00:00
331004,127,0,0.0000,2013/1/3 0:00:00
331021,260,0,0.0000,2013/1/3 0:00:00
331022,567,0,0.0000,2013/1/3 0:00:00
331023,970,0,0.0000,2013/1/3 0:00:00
331024,1341,0,0.0000,2013/1/3 0:00:00
331081,601,0,0.0000,2013/1/3 0:00:00
331082,1235,0,0.0000,2013/1/3 0:00:00
331102,896,0,0.0000,2013/1/3 0:00:00
331121,1495,0,0.0000,2013/1/3 0:00:00
331122,870,0,0.0000,2013/1/3 0:00:00
331123,1718,0,0.0000,2013/1/3 0:00:00
331124,761,0,0.0000,2013/1/3 0:00:00
331125,540,0,0.0000,2013/1/3 0:00:00
331126,1199,0,0.0000,2013/1/3 0:00:00
331127,1173,0,0.0000,2013/1/3 0:00:00
331181,1827,0,0.0000,2013/1/3 0:00:00
340102,14,0,0.0000,2013/1/3 0:00:00
340103,15,2,13.3333,2013/1/3 0:00:00
340104,46,0,0.0000,2013/1/3 0:00:00
340111,378,1,0.2646,2013/1/3 0:00:00
340121,1421,15,1.0556,2013/1/3 0:00:00
340122,1440,40,2.7778,2013/1/3 0:00:00
340123,1331,20,1.5026,2013/1/3 0:00:00
340124,1497,144,9.6192,2013/1/3 0:00:00
340181,1322,177,13.3888,2013/1/3 0:00:00
340202,20,0,0.0000,2013/1/3 0:00:00
340203,91,0,0.0000,2013/1/3 0:00:00
340207,336,0,0.0000,2013/1/3 0:00:00
340208,200,0,0.0000,2013/1/3 0:00:00
340221,452,0,0.0000,2013/1/3 0:00:00
340222,350,0,0.0000,2013/1/3 0:00:00
340223,782,0,0.0000,2013/1/3 0:00:00
340225,1542,1,0.0649,2013/1/3 0:00:00
340302,61,0,0.0000,2013/1/3 0:00:00
340303,107,0,0.0000,2013/1/3 0:00:00
340304,98,0,0.0000,2013/1/3 0:00:00
340311,141,0,0.0000,2013/1/3 0:00:00
340321,1492,0,0.0000,2013/1/3 0:00:00
340322,1021,2,0.1959,2013/1/3 0:00:00
340323,938,0,0.0000,2013/1/3 0:00:00
340402,84,0,0.0000,2013/1/3 0:00:00
340403,33,0,0.0000,2013/1/3 0:00:00
340404,38,0,0.0000,2013/1/3 0:00:00
340405,116,0,0.0000,2013/1/3 0:00:00
340406,338,0,0.0000,2013/1/3 0:00:00
340421,747,4,0.5355,2013/1/3 0:00:00
340502,72,0,0.0000,2013/1/3 0:00:00
340503,96,0,0.0000,2013/1/3 0:00:00
340504,39,0,0.0000,2013/1/3 0:00:00
340521,865,0,0.0000,2013/1/3 0:00:00
340522,682,0,0.0000,2013/1/3 0:00:00
340523,792,0,0.0000,2013/1/3 0:00:00
340602,137,0,0.0000,2013/1/3 0:00:00
340603,70,0,0.0000,2013/1/3 0:00:00
340604,87,0,0.0000,2013/1/3 0:00:00
340621,1472,0,0.0000,2013/1/3 0:00:00
340702,36,0,0.0000,2013/1/3 0:00:00
340703,32,0,0.0000,2013/1/3 0:00:00
340711,34,0,0.0000,2013/1/3 0:00:00
340721,545,6,1.1009,2013/1/3 0:00:00
340802,6,0,0.0000,2013/1/3 0:00:00
340803,16,0,0.0000,2013/1/3 0:00:00
340811,437,19,4.3478,2013/1/3 0:00:00
340822,928,19,2.0474,2013/1/3 0:00:00
340823,1226,74,6.0359,2013/1/3 0:00:00
340824,1021,276,27.0323,2013/1/3 0:00:00
340825,1200,18,1.5000,2013/1/3 0:00:00
340826,1411,0,0.0000,2013/1/3 0:00:00
340827,867,27,3.1142,2013/1/3 0:00:00
340828,1430,717,50.1399,2013/1/3 0:00:00
340881,1022,81,7.9256,2013/1/3 0:00:00
341002,57,0,0.0000,2013/1/3 0:00:00
341003,979,0,0.0000,2013/1/3 0:00:00
341004,334,0,0.0000,2013/1/3 0:00:00
341021,1528,0,0.0000,2013/1/3 0:00:00
341022,1486,0,0.0000,2013/1/3 0:00:00
341023,571,0,0.0000,2013/1/3 0:00:00
341024,1419,0,0.0000,2013/1/3 0:00:00
341102,42,0,0.0000,2013/1/3 0:00:00
341103,814,0,0.0000,2013/1/3 0:00:00
341122,993,0,0.0000,2013/1/3 0:00:00
341124,965,0,0.0000,2013/1/3 0:00:00
341125,1818,2,0.1100,2013/1/3 0:00:00
341126,1286,6,0.4666,2013/1/3 0:00:00
341181,1126,4,0.3552,2013/1/3 0:00:00
341182,1597,21,1.3150,2013/1/3 0:00:00
341202,425,0,0.0000,2013/1/3 0:00:00
341203,345,0,0.0000,2013/1/3 0:00:00
341204,500,0,0.0000,2013/1/3 0:00:00
341221,1036,0,0.0000,2013/1/3 0:00:00
341222,1262,0,0.0000,2013/1/3 0:00:00
341225,1128,0,0.0000,2013/1/3 0:00:00
341226,1235,0,0.0000,2013/1/3 0:00:00
341282,352,0,0.0000,2013/1/3 0:00:00
341302,1880,39,2.0745,2013/1/3 0:00:00
341321,763,16,2.0970,2013/1/3 0:00:00
341322,1235,0,0.0000,2013/1/3 0:00:00
341323,1381,0,0.0000,2013/1/3 0:00:00
341324,1198,0,0.0000,2013/1/3 0:00:00
341502,1049,45,4.2898,2013/1/3 0:00:00
341503,1152,46,3.9931,2013/1/3 0:00:00
341521,1846,29,1.5710,2013/1/3 0:00:00
341522,2362,89,3.7680,2013/1/3 0:00:00
341523,1315,126,9.5817,2013/1/3 0:00:00
341524,2319,123,5.3040,2013/1/3 0:00:00
341525,1280,48,3.7500,2013/1/3 0:00:00
341602,1536,0,0.0000,2013/1/3 0:00:00
341621,1347,0,0.0000,2013/1/3 0:00:00
341622,1320,0,0.0000,2013/1/3 0:00:00
341623,1300,0,0.0000,2013/1/3 0:00:00
341702,1434,0,0.0000,2013/1/3 0:00:00
341721,1995,0,0.0000,2013/1/3 0:00:00
341722,953,0,0.0000,2013/1/3 0:00:00
341723,800,12,1.5000,2013/1/3 0:00:00
341802,1525,0,0.0000,2013/1/3 0:00:00
341821,617,0,0.0000,2013/1/3 0:00:00
341822,1548,0,0.0000,2013/1/3 0:00:00
341823,1211,9,0.7432,2013/1/3 0:00:00
341824,765,1,0.1307,2013/1/3 0:00:00
341825,533,60,11.2570,2013/1/3 0:00:00
341881,1522,26,1.7083,2013/1/3 0:00:00
350102,35,0,0.0000,2013/1/3 0:00:00
350103,17,0,0.0000,2013/1/3 0:00:00
350104,91,0,0.0000,2013/1/3 0:00:00
350105,28,0,0.0000,2013/1/3 0:00:00
350111,360,0,0.0000,2013/1/3 0:00:00
350121,1325,0,0.0000,2013/1/3 0:00:00
350122,739,0,0.0000,2013/1/3 0:00:00
350123,734,0,0.0000,2013/1/3 0:00:00
350124,963,0,0.0000,2013/1/3 0:00:00
350125,1295,0,0.0000,2013/1/3 0:00:00
350128,180,0,0.0000,2013/1/3 0:00:00
350181,942,0,0.0000,2013/1/3 0:00:00
350182,409,0,0.0000,2013/1/3 0:00:00
350203,34,0,0.0000,2013/1/3 0:00:00
350205,135,0,0.0000,2013/1/3 0:00:00
350206,37,0,0.0000,2013/1/3 0:00:00
350211,194,0,0.0000,2013/1/3 0:00:00
350212,476,0,0.0000,2013/1/3 0:00:00
350213,181,0,0.0000,2013/1/3 0:00:00
350302,38,0,0.0000,2013/1/3 0:00:00
350303,50,0,0.0000,2013/1/3 0:00:00
350304,1088,0,0.0000,2013/1/3 0:00:00
350305,261,0,0.0000,2013/1/3 0:00:00
350322,1154,0,0.0000,2013/1/3 0:00:00
350402,285,0,0.0000,2013/1/3 0:00:00
350403,436,0,0.0000,2013/1/3 0:00:00
350421,974,0,0.0000,2013/1/3 0:00:00
350423,1135,0,0.0000,2013/1/3 0:00:00
350424,1211,0,0.0000,2013/1/3 0:00:00
350425,1373,0,0.0000,2013/1/3 0:00:00
350426,1993,0,0.0000,2013/1/3 0:00:00
350427,1018,0,0.0000,2013/1/3 0:00:00
350428,1217,0,0.0000,2013/1/3 0:00:00
350429,905,0,0.0000,2013/1/3 0:00:00
350430,828,0,0.0000,2013/1/3 0:00:00
350481,1897,0,0.0000,2013/1/3 0:00:00
350502,42,0,0.0000,2013/1/3 0:00:00
350503,56,0,0.0000,2013/1/3 0:00:00
350504,231,0,0.0000,2013/1/3 0:00:00
350505,234,0,0.0000,2013/1/3 0:00:00
350521,380,0,0.0000,2013/1/3 0:00:00
350524,1846,0,0.0000,2013/1/3 0:00:00
350525,906,0,0.0000,2013/1/3 0:00:00
350526,1381,0,0.0000,2013/1/3 0:00:00
350527,86,0,0.0000,2013/1/3 0:00:00
350581,119,0,0.0000,2013/1/3 0:00:00
350582,409,0,0.0000,2013/1/3 0:00:00
350583,1301,0,0.0000,2013/1/3 0:00:00
350602,178,0,0.0000,2013/1/3 0:00:00
350603,86,0,0.0000,2013/1/3 0:00:00
350622,749,0,0.0000,2013/1/3 0:00:00
350623,1337,0,0.0000,2013/1/3 0:00:00
350624,725,0,0.0000,2013/1/3 0:00:00
350625,495,0,0.0000,2013/1/3 0:00:00
350626,125,0,0.0000,2013/1/3 0:00:00
350627,1225,0,0.0000,2013/1/3 0:00:00
350628,1329,0,0.0000,2013/1/3 0:00:00
350629,717,0,0.0000,2013/1/3 0:00:00
350681,774,0,0.0000,2013/1/3 0:00:00
350702,1506,0,0.0000,2013/1/3 0:00:00
350721,1225,0,0.0000,2013/1/3 0:00:00
